SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SUPREMEINF, BE, 10-Jun-2019, 19.30, 20.25, 20.25, 20.25, 20.25, 20.25, 20.25, 4137, 0.84, 9, -, -
SURANASOL, EQ, 10-Jun-2019, 6.95, 6.95, 7.45, 6.75, 7.05, 7.05, 7.13, 21810, 1.55, 81, 16055, 73.61
SURANAT&P, EQ, 10-Jun-2019, 4.00, 3.95, 4.10, 3.75, 3.90, 3.90, 3.98, 16700, 0.66, 28, 14152, 84.74
SURANI, SM, 10-Jun-2019, 48.00, 44.20, 44.20, 44.20, 44.20, 44.20, 44.20, 2000, 0.88, 1, 2000, 100.00
SURYALAXMI, EQ, 10-Jun-2019, 27.95, 27.40, 27.60, 26.90, 27.40, 27.40, 27.26, 1504, 0.41, 44, 1268, 84.31
SURYAROSNI, EQ, 10-Jun-2019, 250.25, 252.75, 255.35, 249.35, 250.90, 250.30, 251.00, 27580, 69.23, 747, 13114, 47.55
SUTLEJTEX, EQ, 10-Jun-2019, 31.95, 31.85, 32.50, 31.20, 31.30, 31.50, 31.55, 98020, 30.92, 144, 94081, 95.98
SUULD, SM, 10-Jun-2019, 26.50, 26.00, 26.00, 26.00, 26.00, 26.00, 26.00, 8000, 2.08, 1, 8000, 100.00
SUVEN, EQ, 10-Jun-2019, 272.05, 273.00, 274.00, 270.00, 273.50, 273.15, 272.62, 103870, 283.17, 4067, 65281, 62.85
SUZLON, EQ, 10-Jun-2019, 5.20, 5.30, 5.35, 3.90, 4.65, 4.65, 4.57, 113780378, 5196.08, 62236, 28758688, 25.28
SVLL, SM, 10-Jun-2019, 129.90, 129.30, 129.30, 129.30, 129.30, 129.30, 129.30, 3000, 3.88, 1, 3000, 100.00
SWANENERGY, EQ, 10-Jun-2019, 105.85, 106.05, 106.25, 104.50, 105.05, 105.50, 105.41, 103680, 109.29, 902, 5296, 5.11
SWARAJENG, EQ, 10-Jun-2019, 1400.35, 1400.80, 1419.75, 1380.70, 1385.10, 1394.10, 1399.06, 3302, 46.20, 381, 2251, 68.17
SWELECTES, EQ, 10-Jun-2019, 227.50, 237.25, 237.30, 225.15, 225.15, 225.95, 227.96, 1599, 3.65, 78, 1524, 95.31
SYMPHONY, EQ, 10-Jun-2019, 1343.50, 1343.00, 1358.95, 1303.00, 1323.00, 1319.05, 1323.78, 12383, 163.92, 2661, 6860, 55.40
SYNCOM, BE, 10-Jun-2019, 1.65, 1.70, 1.70, 1.70, 1.70, 1.70, 1.70, 5139, 0.09, 13, -, -
SYNDIBANK, EQ, 10-Jun-2019, 33.95, 34.25, 34.75, 33.25, 33.65, 33.75, 33.87, 6413845, 2172.52, 13650, 848481, 13.23
SYNGENE, EQ, 10-Jun-2019, 670.65, 675.90, 678.80, 651.50, 656.65, 658.40, 657.94, 487283, 3206.03, 6658, 454279, 93.23
TAINWALCHM, EQ, 10-Jun-2019, 60.80, 60.00, 63.00, 59.00, 63.00, 61.40, 60.77, 1618, 0.98, 108, 723, 44.68
TAJGVK, EQ, 10-Jun-2019, 187.85, 189.00, 194.65, 183.25, 184.75, 184.60, 186.38, 12204, 22.75, 511, 6690, 54.82
TAKE, EQ, 10-Jun-2019, 149.65, 150.10, 150.80, 140.00, 141.00, 141.10, 144.01, 109262, 157.34, 3533, 69539, 63.64
TALBROAUTO, EQ, 10-Jun-2019, 182.85, 182.80, 182.80, 173.45, 175.90, 177.20, 178.33, 12371, 22.06, 388, 9956, 80.48
TALWALKARS, EQ, 10-Jun-2019, 49.35, 49.60, 50.05, 46.90, 47.65, 47.80, 48.09, 66292, 31.88, 697, 25191, 38.00
TALWGYM, EQ, 10-Jun-2019, 108.60, 108.15, 109.85, 104.80, 106.50, 107.50, 106.62, 37337, 39.81, 709, 20544, 55.02
TANLA, EQ, 10-Jun-2019, 59.30, 59.80, 62.25, 57.90, 62.25, 62.25, 61.25, 979302, 599.86, 2302, 734599, 75.01
TANTIACONS, BE, 10-Jun-2019, 2.85, 2.80, 2.80, 2.75, 2.75, 2.75, 2.77, 324, 0.01, 7, -, -
TARACHAND, SM, 10-Jun-2019, 39.10, 37.00, 37.00, 37.00, 37.00, 37.00, 37.00, 2000, 0.74, 1, 2000, 100.00
TARAJEWELS, BE, 10-Jun-2019, 0.95, 0.95, 1.00, 0.90, 1.00, 0.95, 0.97, 5436, 0.05, 26, -, -
TARMAT, EQ, 10-Jun-2019, 37.25, 37.65, 37.90, 37.00, 37.00, 37.00, 37.01, 1991, 0.74, 23, 1960, 98.44
TASTYBITE, EQ, 10-Jun-2019, 8158.30, 8150.00, 8230.05, 8110.00, 8150.00, 8150.00, 8156.20, 147, 11.99, 82, 118, 80.27
TATACHEM, EQ, 10-Jun-2019, 628.55, 629.30, 634.35, 622.95, 627.40, 627.25, 626.83, 328531, 2059.33, 28317, 156782, 47.72
TATACOFFEE, EQ, 10-Jun-2019, 88.70, 72.00, 89.75, 72.00, 86.10, 86.65, 85.41, 693327, 592.16, 5941, 107884, 15.56
TATACOMM, EQ, 10-Jun-2019, 524.80, 527.00, 527.55, 502.25, 503.70, 505.30, 511.16, 569090, 2908.95, 9526, 229583, 40.34
TATAELXSI, EQ, 10-Jun-2019, 857.20, 859.50, 866.15, 855.00, 857.10, 857.20, 860.25, 236516, 2034.62, 14154, 77999, 32.98
TATAGLOBAL, EQ, 10-Jun-2019, 257.00, 257.00, 259.05, 250.65, 253.40, 252.70, 254.67, 3098985, 7892.16, 31777, 967620, 31.22
TATAINVEST, EQ, 10-Jun-2019, 876.75, 875.05, 884.95, 875.05, 878.05, 880.55, 879.13, 7856, 69.06, 585, 4464, 56.82
TATAMETALI, EQ, 10-Jun-2019, 600.30, 601.95, 605.00, 598.65, 600.90, 601.45, 600.44, 19154, 115.01, 737, 13213, 68.98
TATAMOTORS, EQ, 10-Jun-2019, 169.50, 170.90, 172.05, 163.55, 166.85, 166.20, 166.98, 20209862, 33746.62, 126663, 3703420, 18.32
TATAMTRDVR, EQ, 10-Jun-2019, 81.65, 82.05, 82.90, 79.10, 81.50, 81.35, 80.76, 3433043, 2772.54, 15029, 1438023, 41.89
TATAPOWER, EQ, 10-Jun-2019, 66.30, 66.65, 67.30, 65.95, 66.35, 66.55, 66.57, 4586585, 3053.43, 22811, 1564208, 34.10
TATASPONGE, EQ, 10-Jun-2019, 710.95, 713.80, 713.80, 702.25, 704.35, 706.15, 707.24, 18748, 132.59, 1100, 4989, 26.61
TATASTEEL, E1, 10-Jun-2019, 63.40, 63.50, 65.80, 62.80, 63.15, 63.20, 64.20, 237336, 152.38, 1657, 87380, 36.82
TATASTEEL, EQ, 10-Jun-2019, 482.10, 489.00, 494.80, 483.10, 486.75, 486.05, 488.81, 6850917, 33488.14, 84728, 1330580, 19.42
TATASTLBSL, EQ, 10-Jun-2019, 29.75, 29.80, 30.50, 29.40, 29.65, 29.70, 30.01, 815954, 244.83, 2651, 391983, 48.04
TBZ, EQ, 10-Jun-2019, 50.00, 49.75, 51.55, 47.95, 48.25, 48.10, 48.97, 89548, 43.85, 768, 66629, 74.41
TCFSL, NB, 10-Jun-2019, 1058.16, 1058.05, 1064.10, 1056.00, 1064.10, 1062.88, 1061.08, 1532, 16.26, 36, 1232, 80.42
TCFSL, ND, 10-Jun-2019, 1062.83, 1061.80, 1080.00, 1060.00, 1074.00, 1072.80, 1070.52, 2794, 29.91, 37, 2040, 73.01
TCFSL, NF, 10-Jun-2019, 1073.25, 1073.00, 1074.95, 1062.52, 1074.95, 1072.94, 1068.18, 3775, 40.32, 46, 2750, 72.85
TCI, EQ, 10-Jun-2019, 300.55, 299.50, 302.35, 299.50, 300.00, 300.35, 300.19, 19498, 58.53, 616, 14295, 73.32
TCIDEVELOP, EQ, 10-Jun-2019, 341.65, 358.00, 358.00, 342.00, 342.00, 342.00, 343.28, 13, 0.04, 5, 6, 46.15
TCIEXP, EQ, 10-Jun-2019, 674.85, 668.00, 674.05, 660.65, 668.00, 667.80, 667.30, 7929, 52.91, 584, 6161, 77.70
TCIFINANCE, EQ, 10-Jun-2019, 14.40, 14.75, 14.80, 14.15, 14.50, 14.30, 14.46, 11152, 1.61, 91, 7981, 71.57
TCNSBRANDS, EQ, 10-Jun-2019, 816.10, 815.00, 828.35, 796.10, 811.00, 803.75, 804.31, 5823, 46.83, 711, 3556, 61.07
TCPLPACK, EQ, 10-Jun-2019, 362.55, 370.00, 370.00, 356.50, 359.00, 359.00, 362.10, 951, 3.44, 95, 591, 62.15
TCS, EQ, 10-Jun-2019, 2181.75, 2196.70, 2235.85, 2185.50, 2229.10, 2231.50, 2219.98, 2080593, 46188.76, 106316, 814523, 39.15
TDPOWERSYS, EQ, 10-Jun-2019, 152.75, 152.05, 152.05, 149.15, 151.00, 150.95, 150.55, 5951, 8.96, 119, 4565, 76.71
TEAMLEASE, EQ, 10-Jun-2019, 2926.10, 2975.00, 2975.00, 2841.10, 2850.00, 2859.60, 2874.69, 5746, 165.18, 977, 3482, 60.60
TECHIN, EQ, 10-Jun-2019, 3.85, 3.85, 4.15, 3.50, 3.90, 3.50, 3.55, 4345, 0.15, 13, 3625, 83.43
TECHM, EQ, 10-Jun-2019, 750.75, 755.45, 769.35, 754.05, 768.85, 768.20, 765.95, 2539412, 19450.58, 60342, 1379249, 54.31
TECHNOE, EQ, 10-Jun-2019, 253.65, 250.10, 256.30, 250.10, 253.00, 253.50, 254.99, 154077, 392.88, 153, 152595, 99.04
TECHNOFAB, EQ, 10-Jun-2019, 38.20, 39.40, 39.40, 36.40, 38.40, 38.05, 37.71, 37880, 14.29, 129, 35956, 94.92
TEJASNET, EQ, 10-Jun-2019, 169.25, 169.00, 171.90, 164.40, 165.20, 165.90, 166.95, 39337, 65.67, 1682, 22106, 56.20
TERASOFT, EQ, 10-Jun-2019, 38.65, 39.25, 40.00, 38.20, 38.95, 38.90, 39.06, 7782, 3.04, 63, 5023, 64.55
TEXINFRA, EQ, 10-Jun-2019, 53.25, 53.90, 54.00, 51.70, 53.70, 53.20, 52.44, 31855, 16.70, 147, 29684, 93.18
TEXMOPIPES, EQ, 10-Jun-2019, 18.50, 18.50, 18.70, 17.95, 18.00, 18.00, 18.21, 37675, 6.86, 183, 34072, 90.44
TEXRAIL, EQ, 10-Jun-2019, 71.30, 71.55, 72.70, 69.60, 69.75, 70.00, 71.29, 93196, 66.44, 1624, 50721, 54.42
TFCILTD, EQ, 10-Jun-2019, 115.75, 116.00, 116.65, 115.35, 116.40, 115.85, 115.85, 25352, 29.37, 551, 20898, 82.43
TFL, BE, 10-Jun-2019, 7.85, 8.20, 8.20, 7.50, 7.50, 7.50, 7.62, 19480, 1.48, 56, -, -
TGBHOTELS, EQ, 10-Jun-2019, 9.40, 9.30, 9.45, 8.55, 8.80, 8.65, 9.08, 29850, 2.71, 163, 22149, 74.20
THANGAMAYL, EQ, 10-Jun-2019, 313.45, 311.50, 312.40, 308.60, 309.50, 309.50, 309.83, 5336, 16.53, 97, 5097, 95.52
THEINVEST, EQ, 10-Jun-2019, 150.95, 150.00, 150.00, 143.05, 146.90, 144.95, 146.06, 4171, 6.09, 70, 3414, 81.85
THEMISMED, EQ, 10-Jun-2019, 254.00, 258.00, 264.95, 258.00, 264.95, 264.40, 261.29, 103, 0.27, 6, 50, 48.54
THERMAX, EQ, 10-Jun-2019, 1033.25, 1033.30, 1083.00, 1025.55, 1080.00, 1069.25, 1038.66, 185234, 1923.96, 4082, 153583, 82.91
THIRUSUGAR, BZ, 10-Jun-2019, 9.90, 9.70, 10.10, 9.45, 9.80, 9.80, 9.68, 5834, 0.56, 14, -, -
THOMASCOOK, EQ, 10-Jun-2019, 235.70, 234.20, 236.00, 227.60, 229.00, 230.50, 231.23, 128689, 297.57, 4535, 75170, 58.41
THYROCARE, EQ, 10-Jun-2019, 466.10, 467.00, 470.70, 464.95, 468.00, 466.45, 466.76, 11376, 53.10, 524, 6904, 60.69
TI, EQ, 10-Jun-2019, 15.20, 15.05, 16.05, 15.05, 15.75, 15.75, 15.73, 181029, 28.47, 284, 154745, 85.48
TIDEWATER, EQ, 10-Jun-2019, 4998.50, 5015.80, 5015.80, 4878.80, 4918.00, 4914.05, 4955.94, 1432, 70.97, 500, 953, 66.55
TIIL, EQ, 10-Jun-2019, 457.75, 461.50, 461.50, 430.20, 440.00, 440.00, 442.50, 4901, 21.69, 501, 3682, 75.13
TIINDIA, EQ, 10-Jun-2019, 385.40, 386.00, 395.95, 386.00, 387.90, 388.40, 390.74, 11593, 45.30, 655, 7089, 61.15
TIJARIA, EQ, 10-Jun-2019, 14.65, 14.95, 15.90, 13.40, 14.90, 14.70, 15.39, 42325, 6.51, 157, 32798, 77.49
TIL, EQ, 10-Jun-2019, 261.45, 263.00, 271.00, 262.50, 264.00, 263.80, 265.23, 6507, 17.26, 204, 5129, 78.82
TIMESGTY, BE, 10-Jun-2019, 35.15, 33.50, 33.70, 33.50, 33.70, 33.70, 33.60, 100, 0.03, 2, -, -
TIMETECHNO, EQ, 10-Jun-2019, 96.35, 96.10, 97.00, 95.95, 96.40, 96.15, 96.48, 68762, 66.34, 991, 51126, 74.35
TIMKEN, EQ, 10-Jun-2019, 691.75, 692.05, 698.75, 680.10, 695.00, 694.10, 690.32, 14748, 101.81, 1099, 7512, 50.94
TINPLATE, EQ, 10-Jun-2019, 137.10, 138.50, 140.70, 134.70, 136.05, 136.40, 137.43, 134403, 184.71, 3152, 36316, 27.02
TIPSINDLTD, EQ, 10-Jun-2019, 59.50, 59.50, 61.70, 59.10, 59.90, 59.75, 60.03, 1015, 0.61, 14, 763, 75.17
TIRUMALCHM, EQ, 10-Jun-2019, 86.25, 87.05, 87.85, 81.95, 83.10, 82.95, 83.64, 212376, 177.63, 4142, 132127, 62.21
TIRUPATIFL, SM, 10-Jun-2019, 47.60, 47.00, 47.00, 47.00, 47.00, 47.00, 47.00, 6000, 2.82, 2, 6000, 100.00
TITAN, EQ, 10-Jun-2019, 1268.95, 1274.65, 1289.20, 1270.00, 1275.00, 1277.00, 1279.92, 1516266, 19407.00, 46418, 532437, 35.12
TMRVL, EQ, 10-Jun-2019, 17.60, 18.00, 18.00, 16.15, 16.65, 16.55, 16.80, 20898, 3.51, 340, 13802, 66.04
TNPETRO, EQ, 10-Jun-2019, 36.65, 37.65, 37.65, 36.05, 36.45, 36.45, 36.49, 34020, 12.41, 323, 18192, 53.47
TNPL, EQ, 10-Jun-2019, 189.75, 193.00, 193.00, 184.90, 186.75, 187.40, 186.97, 242607, 453.60, 1411, 227936, 93.95
TNTELE, BE, 10-Jun-2019, 1.80, 1.80, 1.80, 1.80, 1.80, 1.80, 1.80, 516, 0.01, 5, -, -
TOKYOPLAST, EQ, 10-Jun-2019, 49.75, 48.00, 50.00, 47.50, 50.00, 49.85, 49.29, 2818, 1.39, 60, 2262, 80.27
TORNTPHARM, EQ, 10-Jun-2019, 1523.60, 1524.05, 1541.05, 1504.00, 1521.00, 1521.55, 1514.50, 126892, 1921.77, 5550, 67626, 53.29
TORNTPOWER, EQ, 10-Jun-2019, 247.05, 248.25, 252.00, 246.75, 249.70, 249.80, 249.77, 2886834, 7210.49, 29746, 2493414, 86.37
TOTAL, SM, 10-Jun-2019, 42.95, 45.00, 45.00, 43.00, 45.00, 45.00, 44.33, 9000, 3.99, 3, 6000, 66.67
TPLPLASTEH, EQ, 10-Jun-2019, 141.80, 142.80, 145.75, 138.55, 140.00, 140.65, 141.65, 2153, 3.05, 59, 1289, 59.87
TREEHOUSE, BE, 10-Jun-2019, 4.70, 4.85, 4.85, 4.50, 4.65, 4.50, 4.56, 37383, 1.71, 46, -, -
TREJHARA, EQ, 10-Jun-2019, 27.00, 27.50, 30.20, 24.65, 26.50, 26.50, 25.98, 19555, 5.08, 148, 11149, 57.01
TRENT, EQ, 10-Jun-2019, 403.50, 408.00, 412.00, 399.30, 400.00, 401.70, 406.10, 50708, 205.93, 2110, 25885, 51.05
TRF, EQ, 10-Jun-2019, 118.35, 121.00, 121.40, 116.80, 118.45, 117.50, 118.69, 9977, 11.84, 273, 6890, 69.06
TRIDENT, EQ, 10-Jun-2019, 68.10, 68.40, 69.10, 65.80, 66.05, 66.40, 67.47, 1883084, 1270.58, 8101, 923345, 49.03
TRIGYN, EQ, 10-Jun-2019, 69.50, 70.10, 70.50, 69.05, 69.65, 69.75, 69.87, 18256, 12.76, 359, 10392, 56.92
TRIL, EQ, 10-Jun-2019, 12.25, 12.25, 12.90, 11.80, 12.15, 12.10, 12.23, 37820, 4.62, 169, 22374, 59.16
TRITURBINE, EQ, 10-Jun-2019, 108.45, 110.00, 111.90, 106.50, 107.30, 107.25, 107.62, 9150, 9.85, 313, 3744, 40.92
TRIVENI, EQ, 10-Jun-2019, 73.10, 74.65, 75.00, 73.00, 73.45, 73.40, 74.11, 735103, 544.76, 7743, 269731, 36.69
TTKHLTCARE, EQ, 10-Jun-2019, 659.35, 674.00, 674.00, 651.05, 651.05, 652.85, 659.36, 284, 1.87, 75, 99, 34.86
TTKPRESTIG, EQ, 10-Jun-2019, 7167.25, 7164.80, 7189.95, 7120.00, 7162.95, 7143.05, 7142.72, 1362, 97.28, 833, 808, 59.32
TTL, EQ, 10-Jun-2019, 48.35, 47.65, 48.85, 45.05, 45.25, 45.85, 46.81, 5727, 2.68, 188, 4058, 70.86
TTML, EQ, 10-Jun-2019, 4.90, 4.70, 4.70, 4.70, 4.70, 4.70, 4.70, 191703, 9.01, 211, 187566, 97.84
TULSI, BZ, 10-Jun-2019, 0.45, 0.45, 0.50, 0.45, 0.50, 0.50, 0.46, 490, 0.00, 4, -, -
TV18BRDCST, EQ, 10-Jun-2019, 27.25, 27.45, 27.85, 26.25, 26.75, 26.70, 26.69, 5499724, 1467.61, 8018, 2511369, 45.66
TVSELECT, EQ, 10-Jun-2019, 187.05, 188.55, 193.80, 183.80, 185.25, 185.60, 186.77, 86736, 161.99, 1861, 34604, 39.90
TVSMOTOR, EQ, 10-Jun-2019, 480.30, 482.70, 486.60, 474.00, 477.25, 475.65, 478.89, 745126, 3568.36, 14696, 274740, 36.87
TVSSRICHAK, EQ, 10-Jun-2019, 2026.55, 2030.00, 2037.55, 1995.00, 2005.00, 1998.80, 2014.12, 2993, 60.28, 519, 2359, 78.82
TVTODAY, EQ, 10-Jun-2019, 272.70, 272.70, 279.90, 269.20, 276.00, 274.90, 272.84, 23690, 64.64, 1376, 12792, 54.00
TVVISION, BE, 10-Jun-2019, 2.70, 2.80, 2.80, 2.70, 2.70, 2.70, 2.76, 923, 0.03, 8, -, -
TWL, EQ, 10-Jun-2019, 66.35, 66.90, 67.95, 65.45, 66.00, 65.90, 66.26, 138995, 92.10, 1303, 57262, 41.20
UBL, EQ, 10-Jun-2019, 1309.65, 1316.15, 1363.85, 1315.10, 1340.95, 1339.55, 1346.41, 503169, 6774.73, 29772, 129261, 25.69
UCALFUEL, EQ, 10-Jun-2019, 162.00, 162.10, 163.65, 158.10, 160.00, 161.10, 161.31, 11791, 19.02, 326, 7943, 67.36
UCOBANK, EQ, 10-Jun-2019, 17.40, 17.30, 17.50, 17.20, 17.45, 17.40, 17.36, 640089, 111.15, 3537, 333928, 52.17
UFLEX, EQ, 10-Jun-2019, 257.55, 255.00, 262.75, 248.25, 249.00, 249.50, 253.53, 70425, 178.55, 1185, 47281, 67.14
UFO, EQ, 10-Jun-2019, 218.15, 210.00, 216.50, 195.10, 198.80, 198.10, 203.50, 109498, 222.83, 4008, 51840, 47.34
UGARSUGAR, EQ, 10-Jun-2019, 15.05, 15.65, 15.85, 14.40, 14.80, 14.80, 15.05, 242274, 36.46, 854, 93592, 38.63
UJAAS, EQ, 10-Jun-2019, 6.45, 6.45, 6.70, 6.20, 6.40, 6.40, 6.37, 133104, 8.48, 348, 103666, 77.88
UJJIVAN, EQ, 10-Jun-2019, 357.95, 361.50, 362.45, 345.25, 347.25, 348.30, 352.24, 1708075, 6016.58, 18430, 227915, 13.34
ULTRACEMCO, EQ, 10-Jun-2019, 4572.85, 4584.70, 4620.10, 4561.10, 4598.00, 4597.85, 4595.00, 436601, 20061.83, 24545, 295700, 67.73
UMANGDAIRY, EQ, 10-Jun-2019, 50.05, 51.60, 51.60, 48.00, 49.20, 49.05, 49.14, 1927, 0.95, 68, 1487, 77.17
UNICHEMLAB, EQ, 10-Jun-2019, 183.50, 184.00, 185.50, 172.60, 175.40, 175.30, 177.00, 51356, 90.90, 1471, 37049, 72.14
UNIENTER, EQ, 10-Jun-2019, 99.05, 103.85, 103.85, 96.50, 100.90, 100.90, 99.51, 5236, 5.21, 72, 2602, 49.69
UNIINFO, SM, 10-Jun-2019, 37.65, 37.50, 38.50, 36.90, 37.85, 37.85, 37.51, 20000, 7.50, 7, 0, 0.00
UNIONBANK, EQ, 10-Jun-2019, 73.90, 74.65, 75.50, 71.60, 72.60, 72.65, 73.24, 8537807, 6252.85, 27844, 990293, 11.60
UNIPLY, EQ, 10-Jun-2019, 54.10, 56.75, 56.80, 56.25, 56.80, 56.80, 56.78, 278352, 158.05, 650, 215486, 77.41
UNITECH, EQ, 10-Jun-2019, 1.20, 1.20, 1.20, 1.15, 1.15, 1.20, 1.18, 3955198, 46.70, 662, 1729782, 43.73
UNITEDBNK, EQ, 10-Jun-2019, 10.60, 10.75, 10.75, 10.40, 10.50, 10.45, 10.52, 246960, 25.98, 480, 161135, 65.25
UNITEDTEA, EQ, 10-Jun-2019, 305.35, 313.90, 313.90, 302.10, 302.30, 302.30, 304.39, 153, 0.47, 21, 115, 75.16
UNIVCABLES, EQ, 10-Jun-2019, 212.70, 211.10, 215.10, 208.50, 211.40, 210.50, 211.18, 23490, 49.61, 600, 16204, 68.98
UPL, EQ, 10-Jun-2019, 1019.45, 1021.00, 1026.65, 1003.65, 1018.00, 1016.40, 1014.91, 1504225, 15266.56, 38011, 860318, 57.19
URJA, EQ, 10-Jun-2019, 2.45, 2.45, 2.50, 2.25, 2.35, 2.35, 2.39, 1685120, 40.29, 985, 935461, 55.51
USHAMART, EQ, 10-Jun-2019, 31.45, 31.80, 31.85, 30.55, 30.60, 30.65, 31.03, 219971, 68.26, 1546, 139694, 63.51
UTIFEFRGR4, MF, 10-Jun-2019, 8.43, 8.70, 8.70, 8.70, 8.70, 8.70, 8.70, 4000, 0.35, 1, 4000, 100.00
UTINEXT50, EQ, 10-Jun-2019, 283.00, 290.00, 290.00, 275.19, 281.50, 281.49, 285.00, 403, 1.15, 25, 160, 39.70
UTINIFTETF, EQ, 10-Jun-2019, 1254.70, 1260.05, 1300.00, 1244.00, 1300.00, 1300.00, 1252.61, 96, 1.20, 17, 67, 69.79
UTISENSETF, EQ, 10-Jun-2019, 411.25, 420.00, 439.90, 415.05, 419.00, 422.17, 427.40, 833, 3.56, 64, 472, 56.66
UTISXN50, EQ, 10-Jun-2019, 332.84, 313.00, 313.00, 300.20, 300.20, 300.20, 308.89, 7, 0.02, 7, 4, 57.14
UTTAMSTL, EQ, 10-Jun-2019, 9.50, 9.50, 9.55, 9.30, 9.30, 9.30, 9.39, 36932, 3.47, 110, 18864, 51.08
UTTAMSUGAR, EQ, 10-Jun-2019, 125.30, 128.30, 129.70, 122.60, 126.70, 125.50, 126.13, 86373, 108.94, 1684, 17780, 20.59
UVSL, EQ, 10-Jun-2019, 0.05, 0.10, 0.10, 0.05, 0.10, 0.10, 0.08, 724441, 0.61, 131, 671940, 92.75
V2RETAIL, EQ, 10-Jun-2019, 228.65, 234.95, 234.95, 225.00, 225.85, 226.15, 227.68, 7221, 16.44, 346, 4548, 62.98
VADILALIND, EQ, 10-Jun-2019, 513.40, 516.50, 520.00, 505.60, 511.00, 508.00, 512.53, 3689, 18.91, 354, 2242, 60.78
VAIBHAVGBL, EQ, 10-Jun-2019, 766.10, 759.90, 840.00, 753.35, 820.00, 824.10, 777.22, 1343659, 10443.21, 11897, 1071510, 79.75
VAISHALI, SM, 10-Jun-2019, 33.75, 32.10, 32.10, 32.10, 32.10, 32.10, 32.10, 1600, 0.51, 1, 1600, 100.00
VAKRANGEE, EQ, 10-Jun-2019, 45.25, 46.60, 46.60, 44.10, 44.60, 44.70, 45.25, 5001134, 2262.97, 14327, 2002510, 40.04
VARDHACRLC, EQ, 10-Jun-2019, 43.00, 43.90, 43.95, 42.20, 42.65, 42.60, 43.18, 3031, 1.31, 43, 2307, 76.11
VARDMNPOLY, BE, 10-Jun-2019, 5.80, 5.90, 6.05, 5.55, 5.60, 5.60, 5.66, 6171, 0.35, 40, -, -
VARROC, EQ, 10-Jun-2019, 458.15, 461.90, 476.95, 461.90, 472.00, 471.80, 468.31, 57799, 270.68, 2255, 30553, 52.86
VASA, SM, 10-Jun-2019, 20.80, 20.05, 20.25, 20.00, 20.00, 20.00, 20.07, 36000, 7.22, 7, 24000, 66.67
VASCONEQ, EQ, 10-Jun-2019, 14.15, 14.05, 14.45, 13.35, 13.40, 13.45, 13.75, 86390, 11.88, 474, 66898, 77.44
VASWANI, EQ, 10-Jun-2019, 10.00, 10.00, 11.50, 9.95, 11.25, 11.20, 10.93, 102740, 11.23, 463, 81486, 79.31
VBL, EQ, 10-Jun-2019, 937.85, 940.00, 945.00, 932.55, 941.00, 941.95, 941.76, 88159, 830.25, 7195, 73339, 83.19
VEDL, EQ, 10-Jun-2019, 164.20, 167.10, 168.30, 163.30, 165.10, 165.20, 165.77, 6315883, 10469.75, 43327, 1802608, 28.54
VENKEYS, EQ, 10-Jun-2019, 1877.60, 1890.00, 1955.00, 1835.00, 1932.00, 1933.45, 1910.62, 202532, 3869.61, 18222, 54108, 26.72
VENUSREM, EQ, 10-Jun-2019, 28.75, 28.90, 28.95, 27.60, 27.90, 27.90, 28.24, 11856, 3.35, 270, 5101, 43.02
VERTOZ, SM, 10-Jun-2019, 202.60, 207.00, 207.10, 203.00, 204.65, 204.65, 204.37, 18000, 36.79, 15, 0, 0.00
VESUVIUS, EQ, 10-Jun-2019, 1178.05, 1173.00, 1173.00, 1141.95, 1154.90, 1153.55, 1154.98, 1469, 16.97, 660, 579, 39.41
VETO, EQ, 10-Jun-2019, 67.05, 67.50, 67.95, 65.10, 67.10, 67.05, 66.63, 18435, 12.28, 340, 11937, 64.75
VGUARD, EQ, 10-Jun-2019, 243.70, 242.85, 245.20, 240.90, 243.00, 243.75, 243.19, 936700, 2277.98, 9037, 284561, 30.38
VHL, EQ, 10-Jun-2019, 2057.00, 2080.00, 2150.00, 2045.00, 2060.00, 2094.15, 2085.31, 285, 5.94, 150, 155, 54.39
VICEROY, BE, 10-Jun-2019, 2.50, 2.40, 2.60, 2.40, 2.50, 2.50, 2.45, 11755, 0.29, 59, -, -
VIDEOIND, BZ, 10-Jun-2019, 1.95, 1.95, 2.00, 1.90, 1.95, 1.95, 1.96, 89627, 1.76, 129, -, -
VIDHIING, EQ, 10-Jun-2019, 72.55, 72.55, 72.70, 69.10, 71.80, 71.80, 71.82, 18994, 13.64, 452, 13166, 69.32
VIJIFIN, EQ, 10-Jun-2019, 0.60, 0.65, 0.65, 0.55, 0.60, 0.60, 0.58, 148193, 0.85, 82, 116324, 78.49
VIJSHAN, BZ, 10-Jun-2019, 4.80, 4.70, 4.70, 4.70, 4.70, 4.70, 4.70, 100, 0.00, 1, -, -
VIKASECO, EQ, 10-Jun-2019, 11.90, 12.20, 12.30, 11.60, 11.70, 11.65, 11.79, 541178, 63.80, 2061, 299372, 55.32
VIKASMCORP, EQ, 10-Jun-2019, 3.05, 3.35, 3.45, 2.90, 3.30, 3.35, 3.33, 1972207, 65.76, 454, 1733510, 87.90
